Matrice;Feature;TypePredominant;taux
Comparison_of_SSH_clients   Platform;Cygwin;BooleanValue;0.9565217391304348
Comparison_of_SSH_clients   Platform;Android;BooleanValue;1.0
Comparison_of_SSH_clients   Platform;Java;BooleanValue;1.0
Comparison_of_SSH_clients   Technical;User interface;StringValue;0.8928571428571429
Comparison_of_SSH_clients   Technical;Session multiplexing;BooleanValue;1.0
Comparison_of_SSH_clients   Technical;SSH1;BooleanValue;1.0
Comparison_of_SSH_clients   Technical;Terminal;BooleanValue;0.95
Comparison_of_SSH_clients   Technical;Proxy client;StringValue;1.0
Comparison_of_SSH_clients   Technical;Name;StringValue;1.0
Comparison_of_SSH_clients   Technical;IPv6;BooleanValue;1.0
Comparison_of_SSH_clients   Technical;SSH2;BooleanValue;1.0
Comparison_of_SSH_clients   Technical;Kerberos;BooleanValue;1.0
Comparison_of_SSH_clients   Technical;SFTP SCP;BooleanValue;0.9
Comparison_of_SSH_clients   Technical;Additional protocols;NA;1.0
Comparison_of_SSH_clients   Technical;Tunneling;NA;1.0
Comparison_of_SSH_clients   Features;Find text in buffer;BooleanValue;0.9375
Comparison_of_SSH_clients   Features;URL hyperlinking;BooleanValue;0.9411764705882353
Comparison_of_SSH_clients   Features;Hardware encryption;BooleanValue;0.875
Comparison_of_SSH_clients   Features;Name;StringValue;1.0
Comparison_of_SSH_clients   Features;Mouse input support;BooleanValue;1.0
Comparison_of_SSH_clients   Features;Unicode support;BooleanValue;0.9375
Comparison_of_SSH_clients   Features;Keyboard mapping;BooleanValue;0.8666666666666667
Comparison_of_SSH_clients   Features;FIPS 140 2 validation;BooleanValue;1.0
Comparison_of_SSH_clients   Features;Shared Database;BooleanValue;1.0
Comparison_of_SSH_clients   Features;Scripting;BooleanValue;1.0
Comparison_of_SSH_clients   Features;Session tabs;BooleanValue;1.0
Comparison_of_SSH_clients   Features;ZMODEM transfers;BooleanValue;0.9444444444444444
Comparison_of_SSH_clients   Features;Public key authentication;BooleanValue;1.0
Comparison_of_SSH_clients   Features;Smart card support;BooleanValue;1.0
Comparison_of_SSH_servers   General;freeSSHd SSH Server;StringValue;0.75
Comparison_of_SSH_servers   General;OpenSSH;StringValue;0.8333333333333334
Comparison_of_SSH_servers   General;Attachmate Reflection for Secure IT ;StringValue;0.6666666666666666
Comparison_of_SSH_servers   General;SilverSHielD;StringValue;1.0
Comparison_of_SSH_servers   General;Copssh;StringValue;1.0
Comparison_of_SSH_servers   General;PowerShell Server;StringValue;1.0
Comparison_of_SSH_servers   General;KpyM SSH Server;StringValue;1.0
Comparison_of_SSH_servers   General;CrushFTP Server;StringValue;1.0
Comparison_of_SSH_servers   General;TinySSH;StringValue;0.8333333333333334
Comparison_of_SSH_servers   General;Name;StringValue;1.0
Comparison_of_SSH_servers   General;MobaSSH SSH Server;StringValue;0.75
Comparison_of_SSH_servers   General;Bitvise SSH Server (formerly WinSSHD);StringValue;0.8571428571428571
Comparison_of_SSH_servers   General;Apache MINA SSHD;StringValue;0.8333333333333334
Comparison_of_SSH_servers   General;Pragma Fortress SSH Server;StringValue;0.8571428571428571
Comparison_of_SSH_servers   General;Syncplify me Server;StringValue;1.0
Comparison_of_SSH_servers   General;Tectia SSH Server;StringValue;0.8333333333333334
Comparison_of_SSH_servers   General;Georgia SoftWorks SSH Server;StringValue;1.0
Comparison_of_SSH_servers   General;GoAnywhere Services;StringValue;1.0
Comparison_of_SSH_servers   General;lsh;StringValue;0.8333333333333334
Comparison_of_SSH_servers   General;Dropbear;StringValue;0.8333333333333334
Comparison_of_SSH_servers   General;Maverick SSHD;StringValue;0.8333333333333334
Comparison_of_SSH_servers   Platform;webOS;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;OpenVMS;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;iOS  iPhone  iPod Touch;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;AmigaOS;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;Name;StringValue;1.0
Comparison_of_SSH_servers   Platform;AIX;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;BSD;BooleanValue;0.9473684210526315
Comparison_of_SSH_servers   Platform;Solaris;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;Windows;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;Mac OS classic;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;Mac OS X;BooleanValue;0.95
Comparison_of_SSH_servers   Platform;z OS;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;Java;BooleanValue;1.0
Comparison_of_SSH_servers   Platform;Cygwin;BooleanValue;0.95
Comparison_of_SSH_servers   Platform;HPUX;BooleanValue;0.95
Comparison_of_SSH_servers   Platform;Linux;BooleanValue;0.95
Comparison_of_SSH_servers   Platform;Android;BooleanValue;1.0
Comparison_of_SSH_servers   Features;SSH1;BooleanValue;1.0
Comparison_of_SSH_servers   Features;Port forwarding;BooleanValue;1.0
Comparison_of_SSH_servers   Features;SSH2;BooleanValue;1.0
Comparison_of_SSH_servers   Features;Supports IPv6;BooleanValue;1.0
Comparison_of_SSH_servers   Features;Privilege separation;BooleanValue;1.0
Comparison_of_SSH_servers   Features;SFTP;BooleanValue;1.0
Comparison_of_SSH_servers   Features;Name;StringValue;1.0
Comparison_of_SSH_servers   Features;FIPS 140 2 certified;BooleanValue;1.0
Comparison_of_SSH_servers   Features;SCP;BooleanValue;1.0
Comparison_of_SSH_servers   Features;Supports OpenSSH authorized keys;BooleanValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Operating system;StringValue;0.9024390243902439
Comparison_of_Subversion_clients    Subversion clients comparison table ;Integration;StringValue;0.8387096774193549
Comparison_of_Subversion_clients    Subversion clients comparison table ;License;StringValue;0.9545454545454546
Comparison_of_Subversion_clients    Subversion clients comparison table ;Visualization;StringValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Programming language  toolkit;StringValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Last release date;StringValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Server functionality;BooleanValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Name;StringValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Network protocols;StringValue;1.0
Comparison_of_Subversion_clients    Subversion clients comparison table ;Languages;StringValue;0.9743589743589743
Comparison_of_Subversion_clients    Subversion clients comparison table ;Current version;StringValue;0.7647058823529411
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;Free;BooleanValue;1.0
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;Network protocols;StringValue;0.9876543209876543
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;Client name;StringValue;1.0
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;Browse remote repository;BooleanValue;1.0
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;Diff;BooleanValue;1.0
Comparison_of_Subversion_clients    Standalone Subversion clients comparison table ;Merge;BooleanValue;1.0
Comparison_of_Symbian_devices;Type of device;StringValue;1.0
Comparison_of_Symbian_devices;Comment;StringValue;1.0
Comparison_of_Symbian_devices;Release year;IntegerValue;1.0
Comparison_of_Symbian_devices;OS version;RealValue;0.8726114649681529
Comparison_of_Symbian_devices;UI and version;StringValue;0.9893048128342246
Comparison_of_Symbian_devices;Model;StringValue;1.0
Comparison_of_Symbian_devices;Kernel;StringValue;1.0
Comparison_of_Symbian_devices;Brand;StringValue;1.0
Comparison_of_Symbian_devices;Operating System;StringValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators;Link Ports;StringValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators;RAM;StringValue;0.59375
Comparison_of_Texas_Instruments_graphing_calculators;Initial MSRP (nominal US );StringValue;0.8125
Comparison_of_Texas_Instruments_graphing_calculators;CPU;StringValue;0.9130434782608695
Comparison_of_Texas_Instruments_graphing_calculators;Physical Size (inches);RealValue;0.972972972972973
Comparison_of_Texas_Instruments_graphing_calculators;Display Size;StringValue;0.85
Comparison_of_Texas_Instruments_graphing_calculators;Year Released;IntegerValue;0.9545454545454546
Comparison_of_Texas_Instruments_graphing_calculators;Predecessors;StringValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators;Successors;StringValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators;Programming Languages;StringValue;0.62
Comparison_of_Texas_Instruments_graphing_calculators;Calculator;StringValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators    Programming language support ;Calculator;StringValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators    Programming language support ;Lua;BooleanValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators    Programming language support ;TI BASIC;BooleanValue;1.0
Comparison_of_Texas_Instruments_graphing_calculators    Programming language support ;Native code;BooleanValue;0.6842105263157895
Comparison_of_TeX_editors   Table of editor properties;Latest stable version;Conditional;0.6744186046511628
Comparison_of_TeX_editors   Table of editor properties;License;StringValue;1.0
Comparison_of_TeX_editors   Table of editor properties;DDE support;BooleanValue;0.90625
Comparison_of_TeX_editors   Table of editor properties;Unicode support;BooleanValue;0.9361702127659575
Comparison_of_TeX_editors   Table of editor properties;Editing style;StringValue;1.0
Comparison_of_TeX_editors   Table of editor properties;Native operating systems;StringValue;0.9382716049382716
Comparison_of_TeX_editors   Table of editor properties;Document comparison;BooleanValue;0.9583333333333334
Comparison_of_TeX_editors   Table of editor properties;Menu for inserting symbols;BooleanValue;0.9574468085106383
Comparison_of_TeX_editors   Table of editor properties;Starts up to previous state;BooleanValue;0.8913043478260869
Comparison_of_TeX_editors   Table of editor properties;Spell checking;BooleanValue;0.9583333333333334
Comparison_of_TeX_editors   Table of editor properties;Integrated viewer;BooleanValue;0.673469387755102
Comparison_of_TeX_editors   Table of editor properties;Multiple undo redo;BooleanValue;0.9166666666666666
Comparison_of_TeX_editors   Table of editor properties;Configurable;BooleanValue;0.9333333333333333
Comparison_of_TeX_editors   Table of editor properties;Organises Projects;BooleanValue;0.8636363636363636
Comparison_of_TeX_editors   Table of editor properties;RTL Support;BooleanValue;0.8947368421052632
Comparison_of_TeX_editors   Table of editor properties;Find and replace using RegEx;BooleanValue;0.875
Comparison_of_TeX_editors   Table of editor properties;Parenthesis matching;BooleanValue;0.9583333333333334
Comparison_of_TeX_editors   Table of editor properties;Autocompletion of LaTeX commands;BooleanValue;0.9555555555555556
Comparison_of_TeX_editors   Table of editor properties;Intelligent error handling;BooleanValue;0.9534883720930233
Comparison_of_TeX_editors   Table of editor properties;Inverse search;BooleanValue;0.9333333333333333
Comparison_of_TeX_editors   Table of editor properties;Costs;StringValue;1.0
Comparison_of_TeX_editors   Table of editor properties;Collapsible sections;BooleanValue;0.9166666666666666
Comparison_of_TeX_editors   Table of editor properties;Products;NA;1.0
Comparison_of_TLS_implementations    Overview ;Developed by;StringValue;1.0
Comparison_of_TLS_implementations    Overview ;Software license;StringValue;1.0
Comparison_of_TLS_implementations    Overview ;Copyright owner;StringValue;0.96
Comparison_of_TLS_implementations    Overview ;Origin;StringValue;0.8125
Comparison_of_TLS_implementations    Overview ;Open source;BooleanValue;1.0
Comparison_of_TLS_implementations    Overview ;Written in;StringValue;1.0
Comparison_of_TLS_implementations    Overview ;Implementation;StringValue;0.7333333333333333
Comparison_of_TLS_implementations    Overview ;Latest stable version   release date;Conditional;0.5263157894736842
Comparison_of_TLS_implementations    Protocol support ;TLS 1 1;BooleanValue;0.85
Comparison_of_TLS_implementations    Protocol support ;TLS 1 0;BooleanValue;0.9
Comparison_of_TLS_implementations    Protocol support ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Protocol support ;DTLS 1 0;BooleanValue;0.9
Comparison_of_TLS_implementations    Protocol support ;SSL 2 0 (insecure);BooleanValue;0.6
Comparison_of_TLS_implementations    Protocol support ;TLS 1 2;BooleanValue;0.85
Comparison_of_TLS_implementations    Protocol support ;DTLS 1 2;BooleanValue;0.9
Comparison_of_TLS_implementations    Protocol support ;SSL 3 0 (insecure);StringValue;0.75
Comparison_of_TLS_implementations    Supported elliptic curves ;JSSE;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;wolfSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Botan;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;NSS;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;OpenSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;RSA BSAFE;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;GnuTLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;SharkSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Implementation;Conditional;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Implementation;Conditional;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;MatrixSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;SChannel Vista 2008  7 2008R2  8 2012  8 1 2012R2 ;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;LibreSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;mbed TLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Secure Transport;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Secure Transport;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;RSA BSAFE;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Implementation;StringValue;0.7857142857142857
Comparison_of_TLS_implementations    Supported elliptic curves ;GnuTLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;JSSE;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;MatrixSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;LibreSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;SharkSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Botan;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Implementation;StringValue;0.7857142857142857
Comparison_of_TLS_implementations    Supported elliptic curves ;SChannel Vista 2008  7 2008R2  8 2012  8 1 2012R2 ;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;wolfSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;NSS;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;mbed TLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;OpenSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Data integrity ;Implementation;StringValue;0.88
Comparison_of_TLS_implementations    Data integrity ;HMAC MD5;BooleanValue;0.9411764705882353
Comparison_of_TLS_implementations    Data integrity ;AEAD;BooleanValue;0.8823529411764706
Comparison_of_TLS_implementations    Data integrity ;HMAC SHA256 384;BooleanValue;0.7894736842105263
Comparison_of_TLS_implementations    Data integrity ;HMAC SHA1;BooleanValue;0.9411764705882353
Comparison_of_TLS_implementations    Data integrity ;GOST 28147 89 IMIT;BooleanValue;0.9411764705882353
Comparison_of_TLS_implementations    Data integrity ;GOST R 34 11 94;BooleanValue;0.9411764705882353
Comparison_of_TLS_implementations    Compression ;DEFLATE (insecure);BooleanValue;0.6
Comparison_of_TLS_implementations    Compression ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Extensions ;LibreSSL;BooleanValue;0.7857142857142857
Comparison_of_TLS_implementations    Extensions ;RSA BSAFE MES;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;SChannel Vista 2008;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;wolfSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;OpenSSL;BooleanValue;0.8571428571428571
Comparison_of_TLS_implementations    Extensions ;Botan;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Extensions ;cryptlib;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;JSSE;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;MatrixSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;SChannel 7 2008R2;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;SChannel XP 2003;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;mbed TLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;SChannel 8 2012;BooleanValue;0.9285714285714286
Comparison_of_TLS_implementations    Extensions ;SChannel 8 1 2012R2  10 Technical Preview;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;Secure Transport;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;NSS;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;RSA BSAFE SSL J;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Extensions ;SharkSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Extensions ;GnuTLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;SChannel;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;cryptlib;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;Botan;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;SharkSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;JSSE;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;MatrixSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;Secure Transport;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;LibreSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;NSS;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;OpenSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;wolfSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;mbed TLS;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;RSA BSAFE;BooleanValue;1.0
Comparison_of_TLS_implementations    Assisted cryptography ;GnuTLS;BooleanValue;1.0
Comparison_of_TLS_implementations    System specific backends ;OpenSSL engine;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    System specific backends ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    System specific backends ;CommonCrypto;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    System specific backends ;Windows CSP;BooleanValue;0.9285714285714286
Comparison_of_TLS_implementations    System specific backends ; dev crypto;BooleanValue;0.875
Comparison_of_TLS_implementations    Cryptographic module token support ;Objects identified via;StringValue;1.0
Comparison_of_TLS_implementations    Cryptographic module token support ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Cryptographic module token support ;TPM support;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Cryptographic module token support ;Hardware token support;StringValue;0.5294117647058824
Comparison_of_TLS_implementations    Code dependencies ;Dependencies;StringValue;1.0
Comparison_of_TLS_implementations    Code dependencies ;Optional dependencies;Conditional;0.8181818181818182
Comparison_of_TLS_implementations    Code dependencies ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Development environment ;Crypto back end;Conditional;0.5
Comparison_of_TLS_implementations    Development environment ;API manual;StringValue;0.5384615384615384
Comparison_of_TLS_implementations    Development environment ;Namespace;StringValue;1.0
Comparison_of_TLS_implementations    Development environment ;Build tools;StringValue;1.0
Comparison_of_TLS_implementations    Development environment ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Development environment ;OpenSSL compatibility Layer;BooleanValue;0.5
Comparison_of_TLS_implementations    NSA Suite B Cryptography ;TLS 1 2 Suite B;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    NSA Suite B Cryptography ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Portability concerns ;Supported operating systems;StringValue;0.9290780141843972
Comparison_of_TLS_implementations    Portability concerns ;Platform requirements;StringValue;1.0
Comparison_of_TLS_implementations    Portability concerns ;Network requirements;StringValue;1.0
Comparison_of_TLS_implementations    Portability concerns ;Thread safety;StringValue;0.9285714285714286
Comparison_of_TLS_implementations    Portability concerns ;Random seed;StringValue;1.0
Comparison_of_TLS_implementations    Portability concerns ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Portability concerns ;Able to cross compile;BooleanValue;0.9
Comparison_of_TLS_implementations    Portability concerns ;No OS (bare metal);BooleanValue;1.0
Comparison_of_TLS_implementations    Certifications ;Products;NA;1.0
Comparison_of_TLS_implementations    Certifications ;FIPS 140 1  FIPS 140 2;NA;1.0
Comparison_of_TLS_implementations    Certifications ;Common Criteria;StringValue;1.0
Comparison_of_TLS_implementations    Certifications ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;RSA;BooleanValue;0.9444444444444444
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;ECDH RSA;BooleanValue;0.9444444444444444
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;Implementation;StringValue;0.92
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;DHE RSA (forward secrecy);BooleanValue;0.7222222222222222
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;ECDH ECDSA;BooleanValue;0.9444444444444444
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;RSA EXPORT (insecure);BooleanValue;0.6666666666666666
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;ECDHE ECDSA (forward secrecy);BooleanValue;0.9444444444444444
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;ECDHE RSA (forward secrecy);BooleanValue;0.8333333333333334
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;GOST R 34 10 94   34 10 2001;BooleanValue;0.8947368421052632
Comparison_of_TLS_implementations    Key exchange algorithms (certificate only) ;DHE DSS (forward secrecy);BooleanValue;0.6666666666666666
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;KRB5;BooleanValue;0.9
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;PSK RSA;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;SRP DSS;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;PSK;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;DH ANON (insecure);BooleanValue;0.6875
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;ECDH ANON (insecure);BooleanValue;0.7333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;DHE PSK (forward secrecy);BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;ECDHE PSK (forward secrecy);BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;SRP;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Key exchange algorithms (alternative key exchanges) ;SRP RSA;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Certificate verification methods ;Implementation;StringValue;1.0
Comparison_of_TLS_implementations    Certificate verification methods ;PKIX path validation;BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Certificate verification methods ;CRL;BooleanValue;0.9285714285714286
Comparison_of_TLS_implementations    Certificate verification methods ;Application defined;BooleanValue;0.9230769230769231
Comparison_of_TLS_implementations    Certificate verification methods ;DANE (DNSSEC);BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Certificate verification methods ;Trust on First Use (TOFU);BooleanValue;0.9333333333333333
Comparison_of_TLS_implementations    Certificate verification methods ;OCSP;BooleanValue;0.9230769230769231
Comparison_of_TLS_implementations    Encryption algorithms ;Schannel 10 Technical Preview;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;RSA BSAFE SSL J;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;cryptlib;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;JSSE;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;LibreSSL;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;wolfSSL;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;OpenSSL;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;Secure Transport;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;SChannel 7  8  8 1 2012R2;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;Implementation;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;MatrixSSL;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;RSA BSAFE MES;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;SChannel XP 2003;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;mbed TLS;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;SChannel Vista 2008  2008R2  2012;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;Botan;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;SharkSSL;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;GnuTLS;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;NSS;NA;1.0
Comparison_of_TLS_implementations    Encryption algorithms ;Implementation;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;OpenSSL;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;SChannel 8 1 2012R2;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;MatrixSSL;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;GnuTLS;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;Implementation;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;RSA BSAFE SSL J;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;Schannel 10 Technical Preview;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;SharkSSL;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;wolfSSL;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;JSSE;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;Implementation;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;NSS;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;cryptlib;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;SChannel 7 2008R2  8 2012;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;Botan;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;RSA BSAFE MES;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;SChannel Vista 2008;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;Secure Transport;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;LibreSSL;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;SChannel XP 2003;NA;1.0
Comparison_of_TLS_implementations    Obsolete algorithms ;mbed TLS;NA;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;OpenSSL;BooleanValue;1.0
Comparison_of_TLS_implementations    Supported elliptic curves ;Secure Transport;BooleanValue;1.0
